transaction_id,date,payment_method,merchant_category,amount,status,interchange_fee_pct,network_fee_pct,mdr_pct,interchange_cost,network_cost,gateway_revenue,refund_loss,chargeback_loss,net_revenue,merchant_id,merchant_name
TXN100027268,2025-01-01,RuPay Debit,Travel,4284.27,Success,0.0025,0.0005,0.00559,10.71,2.14,23.96,0.0,0.0,11.11,M00380,Thalia Stays
TXN100016097,2025-01-01,UPI,E-commerce,553.32,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00046,Lumos Bazaar
TXN100006803,2025-01-01,UPI,Utility/Bill-pay,721.4,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00219,Bellara Energy
TXN100029017,2025-01-01,UPI,Subscription,243.9,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00298,Ojas Cloud
TXN100056515,2025-01-01,RuPay Debit,E-commerce,2735.6,Success,0.0025,0.0005,0.00674,6.84,1.37,18.44,0.0,0.0,10.23,M00003,Quanta Kart
TXN100051863,2025-01-01,UPI,Food Delivery,213.54,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00233,Meghna Table
TXN100058413,2025-01-01,UPI,E-commerce,967.42,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00006,Lumos Shoppe
TXN100054750,2025-01-01,UPI,E-commerce,2342.57,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00080,Lyra Commerce
TXN100000952,2025-01-01,Credit Card,E-commerce,1627.52,Success,0.016,0.0015,0.01817,26.04,2.44,29.57,0.0,0.0,1.08,M00178,Harbour Outlet
TXN100016068,2025-01-01,UPI,Utility/Bill-pay,257.34,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00184,Wystan Services
TXN100077535,2025-01-01,UPI,Subscription,175.29,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00345,Umber Digital
TXN100034951,2025-01-01,UPI,Subscription,237.81,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00293,Tidewater Studios
TXN100017460,2025-01-01,UPI,Subscription,337.84,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00305,Suvarna Labs
TXN100000331,2025-01-01,RuPay Debit,E-commerce,2037.14,Success,0.0025,0.0005,0.00648,5.09,1.02,13.2,0.0,0.0,7.09,M00002,Umbra Commerce
TXN100073085,2025-01-01,UPI,E-commerce,4005.02,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00001,Pinnacle Kart
TXN100014891,2025-01-01,UPI,Utility/Bill-pay,966.69,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00181,Ember Telecom
TXN100084554,2025-01-01,UPI,Food Delivery,173.29,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00240,Pinnacle Foods
TXN100029153,2025-01-01,UPI,Utility/Bill-pay,606.12,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00182,Zephyr Telecom
TXN100069599,2025-01-01,UPI,Utility/Bill-pay,1845.33,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00189,Quill Gas
TXN100052297,2025-01-01,UPI,E-commerce,850.74,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00003,Quanta Kart
TXN100003873,2025-01-01,Wallet,E-commerce,1883.29,Success,0.005,0.001,0.01333,9.42,1.88,25.11,0.0,0.0,13.81,M00008,Zephyr Retail
TXN100039447,2025-01-01,UPI,Subscription,262.53,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00295,Calyx Plus
TXN100084801,2025-01-01,Wallet,Food Delivery,209.35,Success,0.005,0.001,0.01418,1.05,0.21,2.97,0.0,0.0,1.71,M00234,Quarry Tiffins
TXN100045551,2025-01-01,UPI,Food Delivery,307.5,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00226,Tamira Tiffins
TXN100044506,2025-01-01,Net Banking,E-commerce,589.29,Success,0.0,0.0,0.01027,0.0,0.0,6.05,0.0,0.0,6.05,M00002,Umbra Commerce
TXN100072294,2025-01-01,UPI,Food Delivery,399.21,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00228,Quanta Kitchen
TXN100095640,2025-01-01,UPI,Utility/Bill-pay,375.75,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00181,Ember Telecom
TXN100000439,2025-01-01,UPI,Food Delivery,317.73,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00228,Quanta Kitchen
TXN100067633,2025-01-01,Wallet,E-commerce,1183.28,Success,0.005,0.001,0.01583,5.92,1.18,18.73,0.0,0.0,11.63,M00029,Ivora Retail
TXN100002256,2025-01-01,Credit Card,Subscription,411.31,Success,0.016,0.0015,0.02145,6.58,0.62,8.82,0.0,0.0,1.62,M00290,Jalsa Labs
TXN100075365,2025-01-01,UPI,Subscription,824.13,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00297,Jalsa Cloud
TXN100032380,2025-01-01,Credit Card,E-commerce,5272.21,Success,0.016,0.0015,0.02293,84.36,7.91,120.87,0.0,0.0,28.61,M00034,Jyotsna Mart
TXN100074941,2025-01-01,UPI,E-commerce,2493.47,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00001,Pinnacle Kart
TXN100065230,2025-01-01,Credit Card,E-commerce,2569.93,Success,0.016,0.0015,0.02242,41.12,3.85,57.63,0.0,0.0,12.65,M00026,Ember Shoppe
TXN100076230,2025-01-01,UPI,Food Delivery,697.87,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00226,Tamira Tiffins
TXN100038071,2025-01-01,UPI,Food Delivery,251.86,Refunded,0.0,0.0,0.0,0.0,0.0,0.0,13.75,0.0,-13.75,M00226,Tamira Tiffins
TXN100046181,2025-01-01,UPI,E-commerce,726.99,Refunded,0.0,0.0,0.0,0.0,0.0,0.0,8.92,0.0,-8.92,M00002,Umbra Commerce
TXN100099855,2025-01-01,Wallet,Utility/Bill-pay,565.91,Success,0.005,0.001,0.01357,2.83,0.57,7.68,0.0,0.0,4.29,M00181,Ember Telecom
TXN100099401,2025-01-01,UPI,E-commerce,2659.75,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00001,Pinnacle Kart
TXN100074042,2025-01-01,UPI,Utility/Bill-pay,398.26,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00194,Ferro Services
TXN100014750,2025-01-01,UPI,E-commerce,1784.95,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00015,Ferro Outlet
TXN100041410,2025-01-01,UPI,Food Delivery,251.71,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00228,Quanta Kitchen
TXN100043801,2025-01-01,RuPay Debit,Utility/Bill-pay,604.35,Success,0.0025,0.0005,0.00541,1.51,0.3,3.27,0.0,0.0,1.45,M00181,Ember Telecom
TXN100019660,2025-01-01,UPI,Utility/Bill-pay,2123.54,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00186,Pallava Services
TXN100057747,2025-01-01,UPI,Travel,7258.76,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00377,Fathom Holidays
TXN100077317,2025-01-01,UPI,Food Delivery,197.11,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00241,Veloce Kitchen
TXN100070442,2025-01-01,RuPay Debit,Travel,14650.14,Success,0.0025,0.0005,0.00539,36.63,7.33,78.94,0.0,0.0,34.99,M00377,Fathom Holidays
TXN100050333,2025-01-01,UPI,E-commerce,518.23,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00164,Citrin Trends
TXN100058513,2025-01-01,UPI,E-commerce,2579.62,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00080,Lyra Commerce
TXN100039592,2025-01-01,UPI,Utility/Bill-pay,906.15,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00181,Ember Telecom
TXN100037720,2025-01-01,RuPay Debit,E-commerce,1308.15,Success,0.0025,0.0005,0.00582,3.27,0.65,7.61,0.0,0.0,3.69,M00031,Ivora Shoppe
TXN100075576,2025-01-01,UPI,Utility/Bill-pay,667.44,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00181,Ember Telecom
TXN100010724,2025-01-01,UPI,Travel,6333.53,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00386,Amora Holidays
TXN100005476,2025-01-01,UPI,E-commerce,1334.93,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00006,Lumos Shoppe
TXN100029787,2025-01-01,UPI,Food Delivery,274.34,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00239,Orbix Bites
TXN100057981,2025-01-01,UPI,Utility/Bill-pay,1208.67,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00184,Wystan Services
TXN100050611,2025-01-01,UPI,E-commerce,242.4,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00003,Quanta Kart
TXN100004585,2025-01-01,RuPay Debit,Food Delivery,738.19,Success,0.0025,0.0005,0.00571,1.85,0.37,4.21,0.0,0.0,2.0,M00281,Dovetail Tiffins
TXN100033074,2025-01-01,Credit Card,Travel,4016.45,Success,0.016,0.0015,0.01982,64.26,6.02,79.62,0.0,0.0,9.33,M00385,Ursa Voyages
TXN100079659,2025-01-01,UPI,E-commerce,800.77,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00013,Quill Trends
TXN100089919,2025-01-01,Credit Card,Subscription,603.1,Success,0.016,0.0015,0.0192,9.65,0.9,11.58,0.0,0.0,1.03,M00333,Helix Media
TXN100036867,2025-01-01,UPI,E-commerce,286.61,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00005,Dhruva Commerce
TXN100015056,2025-01-01,Credit Card,Subscription,326.76,Success,0.016,0.0015,0.01988,5.23,0.49,6.5,0.0,0.0,0.78,M00291,Tidewater Plus
TXN100091169,2025-01-01,UPI,E-commerce,242.8,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00110,Lyra Trends
TXN100058710,2025-01-01,Credit Card,E-commerce,511.09,Refunded,0.016,0.0015,0.02106,8.18,0.77,10.76,24.99,0.0,-23.17,M00021,Dhruva Outlet
TXN100060678,2025-01-01,UPI,E-commerce,2508.73,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00003,Quanta Kart
TXN100075716,2025-01-01,UPI,Food Delivery,175.01,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00247,Kalindi Eats
TXN100036701,2025-01-01,UPI,Utility/Bill-pay,905.82,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00181,Ember Telecom
TXN100078803,2025-01-01,UPI,E-commerce,370.54,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00005,Dhruva Commerce
TXN100092442,2025-01-01,UPI,E-commerce,476.53,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00083,Jalsa Kart
TXN100006946,2025-01-01,UPI,Food Delivery,308.46,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00243,Meghna Diner
TXN100027145,2025-01-01,Wallet,Utility/Bill-pay,587.57,Success,0.005,0.001,0.0135,2.94,0.59,7.93,0.0,0.0,4.41,M00181,Ember Telecom
TXN100079382,2025-01-01,UPI,Food Delivery,354.22,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00235,Chandrika Foods
TXN100097269,2025-01-01,RuPay Debit,Food Delivery,314.25,Success,0.0025,0.0005,0.0069,0.79,0.16,2.17,0.0,0.0,1.23,M00226,Tamira Tiffins
TXN100023959,2025-01-01,UPI,E-commerce,4564.42,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00004,Lyra Kart
TXN100015866,2025-01-01,Net Banking,Utility/Bill-pay,673.61,Success,0.0,0.0,0.00868,0.0,0.0,5.84,0.0,0.0,5.84,M00182,Zephyr Telecom
TXN100042683,2025-01-01,UPI,Food Delivery,311.06,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00227,Ursa Diner
TXN100069530,2025-01-01,RuPay Debit,Food Delivery,380.08,Success,0.0025,0.0005,0.00673,0.95,0.19,2.56,0.0,0.0,1.42,M00226,Tamira Tiffins
TXN100047092,2025-01-01,UPI,E-commerce,1357.2,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00004,Lyra Kart
TXN100007002,2025-01-01,Wallet,Food Delivery,480.79,Success,0.005,0.001,0.01333,2.4,0.48,6.41,0.0,0.0,3.53,M00227,Ursa Diner
TXN100023365,2025-01-01,RuPay Debit,Subscription,247.22,Success,0.0025,0.0005,0.00589,0.62,0.12,1.46,0.0,0.0,0.71,M00291,Tidewater Plus
TXN100079373,2025-01-01,RuPay Debit,Utility/Bill-pay,3593.33,Success,0.0025,0.0005,0.00513,8.98,1.8,18.44,0.0,0.0,7.66,M00184,Wystan Services
TXN100059994,2025-01-01,UPI,Utility/Bill-pay,359.67,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00182,Zephyr Telecom
TXN100029759,2025-01-01,Credit Card,Travel,12734.69,Refunded,0.016,0.0015,0.02255,203.76,19.1,287.22,293.93,0.0,-229.57,M00383,Volara Holidays
TXN100052005,2025-01-01,UPI,Food Delivery,173.45,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00226,Tamira Tiffins
TXN100075056,2025-01-01,UPI,Food Delivery,182.82,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00240,Pinnacle Foods
TXN100058349,2025-01-01,Net Banking,E-commerce,4612.67,Success,0.0,0.0,0.01035,0.0,0.0,47.73,0.0,0.0,47.73,M00001,Pinnacle Kart
TXN100087697,2025-01-01,Credit Card,Utility/Bill-pay,2229.88,Success,0.016,0.0015,0.02033,35.68,3.34,45.34,0.0,0.0,6.32,M00184,Wystan Services
TXN100035530,2025-01-01,Credit Card,Travel,4385.12,Success,0.016,0.0015,0.01789,70.16,6.58,78.47,0.0,0.0,1.73,M00380,Thalia Stays
TXN100061455,2025-01-01,RuPay Debit,E-commerce,1405.71,Success,0.0025,0.0005,0.00613,3.51,0.7,8.62,0.0,0.0,4.4,M00015,Ferro Outlet
TXN100078411,2025-01-01,UPI,Utility/Bill-pay,718.7,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00184,Wystan Services
TXN100043209,2025-01-01,UPI,Utility/Bill-pay,314.6,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00181,Ember Telecom
TXN100097923,2025-01-01,UPI,Utility/Bill-pay,819.92,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00181,Ember Telecom
TXN100048089,2025-01-01,Net Banking,Utility/Bill-pay,5141.26,Success,0.0,0.0,0.00903,0.0,0.0,46.42,0.0,0.0,46.42,M00181,Ember Telecom
TXN100067468,2025-01-01,Wallet,E-commerce,971.77,Success,0.005,0.001,0.0157,4.86,0.97,15.25,0.0,0.0,9.42,M00004,Lyra Kart
TXN100035550,2025-01-01,UPI,Utility/Bill-pay,480.41,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00181,Ember Telecom
TXN100035565,2025-01-01,UPI,E-commerce,856.39,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00116,Fenix Outlet
TXN100091054,2025-01-01,RuPay Debit,Utility/Bill-pay,283.74,Success,0.0025,0.0005,0.00624,0.71,0.14,1.77,0.0,0.0,0.92,M00181,Ember Telecom
TXN100093260,2025-01-01,UPI,E-commerce,2070.05,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00005,Dhruva Commerce
TXN100043520,2025-01-01,UPI,Travel,7285.7,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00376,Harbour Stays
TXN100045944,2025-01-01,UPI,Subscription,243.79,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00298,Ojas Cloud
TXN100074169,2025-01-01,Credit Card,Subscription,1048.67,Success,0.016,0.0015,0.01844,16.78,1.57,19.34,0.0,0.0,0.98,M00302,Lumos Digital
TXN100080871,2025-01-01,RuPay Debit,Food Delivery,631.49,Success,0.0025,0.0005,0.00675,1.58,0.32,4.26,0.0,0.0,2.36,M00227,Ursa Diner
TXN100010036,2025-01-01,Credit Card,Subscription,534.81,Success,0.016,0.0015,0.02286,8.56,0.8,12.23,0.0,0.0,2.87,M00286,Fenix Labs
TXN100067863,2025-01-01,UPI,Subscription,654.17,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00321,Umbra Studios
TXN100016997,2025-01-01,Credit Card,Food Delivery,363.23,Success,0.016,0.0015,0.01952,5.81,0.54,7.09,0.0,0.0,0.73,M00229,Fathom Eats
TXN100053662,2025-01-01,RuPay Debit,E-commerce,1086.37,Success,0.0025,0.0005,0.00664,2.72,0.54,7.21,0.0,0.0,3.96,M00072,Dovetail Shoppe
TXN100050960,2025-01-01,Credit Card,Travel,11331.93,Success,0.016,0.0015,0.01716,181.31,17.0,194.44,0.0,0.0,-3.87,M00377,Fathom Holidays
TXN100027576,2025-01-01,UPI,Utility/Bill-pay,3436.57,Refunded,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,-8.33,M00181,Ember Telecom
TXN100057246,2025-01-01,UPI,Utility/Bill-pay,801.24,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00182,Zephyr Telecom
TXN100063468,2025-01-01,UPI,Subscription,218.23,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00335,Bellara Labs
TXN100072352,2025-01-01,UPI,Subscription,231.1,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00331,Ivora Prime
TXN100002317,2025-01-01,Credit Card,Food Delivery,1246.02,Success,0.016,0.0015,0.02117,19.94,1.87,26.38,0.0,0.0,4.57,M00240,Pinnacle Foods
TXN100095447,2025-01-01,UPI,Food Delivery,293.77,Success,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,M00243,Meghna Diner
